phase,phase_name,headcount,score,question_id,question,feedback_text,peer_value,pdf_sha256,campaign_id
P4,Delegation,100,5,Q42,Up-to-date cashflow planning,"You don't employ strict cash flow planning. As a small business, you always have to look ahead a few months with regard to your cash flow, as otherwise you'll inevitably end up in trouble, especially if you grow.",7.5,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q43,Access to growth capital,"You have no clear picture of your access to growth capital. This isn't a problem, unless you want to grow a lot. After all, growth gobbles up cash. You could create a list of the various alternatives (friends/fools/family,thebank,factoring,SMEbonds,crowdfunding, angel investors, private equity, Government Funding, etc.). There are a lot of service providers who can help you with this.",6.3,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q44,Financial alert function,"It is crucial to have ""early warning systems"" with regard to financial parameters. The faster you can intervene or take measures, the better. You indicate that this is not always the case at your company. That's dangerous. What are you going to do about it?",6.6,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q45,Leadership understands balance sheet,"Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. With a company of your size this is not a priority, but if you grow you should spend a good amount of time and attention on this.",7.9,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q46,CEO works on the company and is able to remove from daily operations,"In this phase you work in your company to a large extent. If you don't put in any time to work on your company as well (systems, structures, processes, management, etc.), then it will be difficult to grow. When do you start?",5.6,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q47,Have a mentor,"You don't really have a permanent mentor. It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance.",5.2,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q48,Have an entrepreneurial network,"Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. We recommend that you actively look for and invest more time in a good network of entrepreneurs.",5.9,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q49,Enjoy management of company,You don't really like managing. Many entrepreneurs find out that managing people costs a lot of time and energy. With a company of your size you probably work with a management team and/or a second-in-command who is good in operations. The challenge is for you not to get in their way and to focus fully on the future of the company.,3.6,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q50,Energized by team and company,"It is not unusual for entrepreneurs to become ""sick"" of their company after about seven years. Employees can change jobs or companies. Entrepreneurs can't. The best solution that doesn't cost money but does deliver is to let your company grow hard (again); then every year is different.",2.8,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q51,Absence of CEO is possible,"You still can't leave without some things going wrong. You have made the company, the processes and the people too dependent on you. That's not scalable and causes you in particular a lot of work, stress and likely also annoyance. We recommend that you start workingonstandardization,establishingprocessesandprobablyalso on hiring better people.",6.4,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q52,Read business books,"You don't often read management books. That's a shame, because in order to grow it will be imperative to have skills, ideas and insights that were documented by others years ago. And don't forget: ""stagnant water will stink."" This also applies to businesses.",6.4,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q53,Receives regular education,"Yousporadicallyattendexternaleducationortrainingcourses.That's too bad. Because even as an entrepreneur, you need to develop yourself. Often the entrepreneur him/herself is the most important part of the educational equation. Management guru Peter Drucker said: ""The bottleneck is always on top of the bottle."" In other words, keep developing yourself in order to let your organization grow.",5.5,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q54,Healthy work - life balance,"You have a poor work-life balance. It is a challenge for many entrepreneurs to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. Hard work is sometimes necessary, of course, but you should take enough time for yourself and not skip vacations. Working smart is the solution.",6.3,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q55,I am happy,"You are somewhat not happy. If this feeling continues, talk to a mentor, another entrepreneur who has been in your shoes. Maybe entrepreneurship is not for you.",6.6,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q56,Employees know long term goal,A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. Good that you have started doing this. It's important for you to finish this quickly.,5.1,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q57,Employees know yearly goal,"Focusing on goals, including annual goals, provides direction and a framework to your business activities. In addition, this information motivates your employees. Good that you have already started doing this; try to persevere and especially to communicate about this on a regular basis.",5.6,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q58,Employees know quarterly/monthly goals,"Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. Good that you have already started doing this. Hurry up and finish and implement it.",5.2,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q59,Employees know vision and mission,"As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. It's good that you have started on this, but it's important to finish quickly.",6.1,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q60,Employees know elevator pitch,"You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. Everything will become clearer. Both internally as well as externally.",6,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,5,Q61,We frequently have company-wide meetings,"Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. You are already doing this, but still not often enough. We recommend that you increase the frequency of the sessions.",5.7,81eed415394a387b1677b085aca794e5663c6948ff2fd6efee733a6418441987,039GqTC7mW
P4,Delegation,100,6,Q01,Effective recruitment process,"In order to grow, you continuously need new - and good - people. This is often one of the most important challenges for a growth entrepreneur. You indicate that when it comes to finding new employees you find this difficult. Ultimately, this is a matter of process, attention and time, often especially on the part of the entrepreneur. How much time do you spend on this? More than one day per week?",6.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q02,High staff retention,"Your employee turnover is relatively high. Unwanted turnover is often a sign that processes, strategy or management are not in order. It takes an enormous amount of money and effort to continually find and train new employees. Find out what the reasons are, hold exit interviews and ask yourself whether you yourself would want to work at your company.",7.3,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q03,Onboarding program,"Not all employees receive an onboarding program at your company. That really is necessary with a company of your size. A well-thought- out onboarding program will be an enormous help to employees with regard to learning their jobs, becoming familiar with the company's core values and getting to know their coworkers. It will also help with scaling up your company. We recommend that you start taking steps toward this.",5.9,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q04,Measuring employee satisfaction,You don't yet systematically measure employee satisfaction. Your company is in the phase where you need to have a systematic understanding of what's going on among your employees. An employee survey is probably a good start in this respect.,6.5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q05,Positive about re-hiring employees,"You would hire few of your current employees again. Ouch. This means that you have either postponed a lot of difficult decisions or you simply have a very bad hiring or development policy. You should work on this, because without good employees you can't grow.",6.1,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q06,Every employee has a training plan,"Management thinker Tom Peters stated in his latest book 'one of the greatest responsibilities of an employer nowadays is the continuous development of employees'. In fast growing companies, roles are continuously changing, the need for training and education is therefore imperative. You have this partially executed. You might want to start thinking about bringing it up to par.",4.8,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q07,Outsourcing / Offshoring operations,"You are somewhat active with offshoring or outsourcing, this strategy is completely depending on your product/service, cost and scaling strategy",4.5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q08,We apply flat-management or self-steering/organizing teams,"You have somewhat implemented new management models. With your company size it is risky to experiment. Please note that changing management models often has great impact on people and culture. Mostly positive, but not always.",5.3,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q09,We have Core values,"Core values are the internal 'rules of the game'. It's essential to have absolute clarity on this if you start or continue to grow rapidly. In your phase it's necessary to have a clearer picture on the core values, especially if you regularly hire new people. You have started on this. Finish, refine and communicate, is what we recommend.",7.8,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q10,We have focus on customers' needs,"Growth often creates increased management attention to internal matters,employees,newpremises,computersystems,etc.Themost rapidly growing and successful companies keep a sharp focus on the continuously (changing) needs of the customer. Making and keeping this focus and attention explicit is important, especially in this phase of your company.",6.2,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q11,Employees know core values,"You have formulated core values; however, if these are not paid continuous attention - especially when you grow and regularly hire employees - these will not be effective. In your phase, it's really essential to work hard on this. Start with regular communication and create dialogue around these core values.",6.3,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q12,We are transparent,"Transparency of information (about customers, sales, goals, growth, etc.) produces greater employee involvement. In addition, it often prevents internal ""politics"". It would be good if you could start thinking about what information you are even more willing to share.",5.3,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q13,We have a positive and healthy culture,"""Culture eats Strategy for breakfast"" is a famous quote from management guru Peter Drucker. The outside world is changing rapidly, but a positive and healthy culture in which employees take responsibility, think along and always act in the interest of the company is therefore an enormous ""asset"". Given your size, it is very important that you quickly start working on such a culture even more consciously.",7,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q14,We have formulated a long term (non-financial) goal,"You have not yet formulated a clear long-term goal, but you have begun to do so. That's great, because a long-term goal provides direction and context and above all motivation for all employees. Companies that do this effectively are at an enormous advantage. Good luck formulating your goal!",7,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q15,We have formulated yearly goals,"You do not yet formulate clear, measurable annual goals. The clearer and more measurably you formulate your goals (both financially and organizationally or with regard to product or market development), the higher the chance that you will also achieve those goals. This will have a clarifying and motivating effect and ensure growth. Given the size of your company, we recommend that you implement this as soon as possible.",6.5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q16,We have formulated quarterly/ monthly goals (other than financial goals),"You have started setting measurable monthly or quarterly goals. Given the size of your company, it's important to continue to implement this quickly. After all, monthly or quarterly goals give you guidance and ensure that you will achieve your annual goals. Think of them as ""small sprints"" that you have to win in order to achieve your annual goal. Fast growers are very disciplined in this process.",5.9,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q17,We work with a strategic plan,"You have started putting together a business plan. Given the size of your company this seems quite late. Establishing your goals, strategy and action plan can bring about a lot of clarity and teach you to anticipate certain challenges. When should you hire someone? What will the marketing strategy be? You have to make many difficult choices; a complete overview and plan will help you with this, including in the financial aspect.",5.8,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q18,Each employee has personalized goals,"You have started working on personal goals; that's good. Team goals and personal goals are the next step in working efficiently. This creates clarity, commitment, personal responsibility and motivation. Good luck working out your personal goals in further detail.",5.2,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q19,We have implemented a growth methodology,"Youhavesomewhatimplementedagrowthmethodology.Thelarger you grow, the more difficult it is to implement new ways of working. Now would be the time to speed up implementation of the type of leadership, systems and processes that will propel your growth.",4.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q20,We have an active acquisitions strategy,You are somewhat active with acquisitions or maybe you are considering it. Please understand that acquisitions consume much leadership time and attention. Note that 70% of the acquisitions turns out to be disappointing.,2.5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q21,Tasks are properly allocated,"You do not yet have an efficient leadership team. That's very problematic in your phase. Decisions must increasingly be discussed, made, accounted for and above all implemented by the group. Now you are doing most of it yourself, which places unjustified pressure on you as an entrepreneur, manager and leader.",6.5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q22,We have weekly management meetings.,You occasionally have meetings with your leaders. This seems very unusual given the size of your company. You should implement a set schedule and systematically make all decisions. Having regular weekly meetings with your most important leaders is essential for making the right decisions together and monitoring progress.,6.5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q23,We have periodic strategic sessions.,"You occasionally have sessions where you develop longer-term plans. Regular mutual consultation about the strategic direction of the company often leads to more effective operations, wider acceptance of decisions and therefore growth.",6.7,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q24,Leadership team receives regular training,Training and education for your organization's leadership team is not yet in order. It's time to improve this situation.,5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q25,Our goals are translated into clear KPIs,"You have already started working on making your goals measurable. That's great; this is an important step towards creating personal accountability and professionalizing processes. This includes numbers of leads, received applications, IT development, etc. This can be especially important if you grow, in order to keep everything under control.",6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q26,We use real-time data to measure our performance,"You have started creating accurate data for guiding your company. That's good, but you should continue down this path because otherwise this will likely increasingly lead to mistakes, wrong decisions and problems and later - if you continue to grow - you'll inevitably end up in trouble.",5.8,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q27,"We grow with limited mistakes, errors and problems","You have started coordinating and standardizing, but things still go wrong on a regular basis. It's time to pay even more attention to taking stock of processes and making clear agreements. This is necessary for handling the next growth phase. Scalability is created by standardization, among other things.",5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q28,We measure customer satisfaction,"You have started occasionally measuring your customers' satisfaction. That's great. Try to ""institutionalize"" this process and see what you can improve every day, week or month.",6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q29,We have systematic processes for continuous improvement,"You are already doing something in the area of quality management, and that's good. At your level it's good to structure work processes and set up a system of quality checks and customer feedback. Preventing mistakes is usually significantly cheaper than continually fixing them.",5.9,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q30,We have an effective lead generation process,"You have already started a lead generation process. That's a good initiative. With a company of your size, allowing the acquisition of new customers to only depend on the entrepreneur or on coincidence is dangerous. For continued growth, it would be wise to implement an effective process and system for this.",5.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q31,Sales achievement,"Having and achieving targets is, of course, the basis for business success and growth. At successful companies this correlation is no coincidence. The sales process will often consist of a combination of targets, bonus schemes, lead generation as well as weekly meetings, coaching, training, motivational sessions, etc. It might be good to think about how you can improve this at your company.",6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q32,Weekly sales meeting,Stimulating sales is hardly possible without a disciplined process. A weekly sales meeting in which successes as well as setbacks and lessonslearnedaresharedisanimportantpartofthesuccessoffast- growing companies. Often there are also one-on-one meetings with individual sales reps - if applicable. It's time to quickly get this to a higher level.,6.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q33,Head of sales is not the entrepreneur,"Also, you can only commit your time once as an entrepreneur. That also applies to sales management. With the increasing pressure on general management tasks, it's good to ensure that you as an entrepreneur free up sufficient time for this. If this is not the case, you will have to start making choices.",6.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q34,We have an effective PR/communication strategy,Nowadays sales and marketing strategies are usually accompanied with an effective content-based communication strategy. You might want to think about implementing this a bit stronger.,5.2,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q35,Most processes are automated,"In order to scale, smart application and linking of information technology is essential. Sales, marketing, project management, production,humanresources,reporting,etc.Thisgivesstructureand clarity, prevents mistakes and makes growing a lot easier. You have partial automation and a lot of systems probably still work independently of each other. However, with the size of your company, you will quickly have to start thinking about smart (integrated) solutions.",6.1,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q36,Systems prepped for growth,"If you grow, a lot changes at the same time: systems, structures, people, processes, etc. It helps a lot when your systems can handle this growth. Otherwise it's sort of like changing the tires while driving! We advise you to quickly start ""thinking ahead"" in terms of structures and systems.",6.1,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q37,Better systems than competitors,"Many fast growers have invested in information technology systems that help them be better, smarter, more efficient and more market- oriented than their competitors. You have few systems that are better than most of your competitors. Where might IT be able to help you?",6.4,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q38,Knowledge on latest technology,"As an entrepreneur, you always have 1001 focus areas. You must keep an eye on technological developments that could enormously affect your business model or company efficiency. You could spend more time on this.",6.9,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q39,We are more innovative than competitors,"In this world, where developments are super fast, you can quickly be made less relevant by a competitor if you don't pay attention (for example, by focusing too much on internal issues). It is wise to continuously make improvement and innovation part of the organization's DNA.",6.9,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q40,Our business model is disruptive,"You have somewhat of a disruptive business model. That might gold. Further validation, speed and scaling up of the model are the things that now matter most.",6.1,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q41,Real time financial insights,"You hardly have any up-to-date knowledge of sales and costs. For a growth company, this is the same as driving 90 mph with a blindfold on. Maybe this should be your first priority to tackle tomorrow.",8,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q42,Up-to-date cashflow planning,"You don't employ strict cash flow planning. As a small business, you always have to look ahead a few months with regard to your cash flow, as otherwise you'll inevitably end up in trouble, especially if you grow.",7.5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q43,Access to growth capital,"You have no clear picture of your access to growth capital. This isn't a problem, unless you want to grow a lot. After all, growth gobbles up cash. You could create a list of the various alternatives (friends/fools/family,thebank,factoring,SMEbonds,crowdfunding, angel investors, private equity, Government Funding, etc.). There are a lot of service providers who can help you with this.",6.3,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q44,Financial alert function,"It is crucial to have ""early warning systems"" with regard to financial parameters. The faster you can intervene or take measures, the better. You indicate that this is not always the case at your company. That's dangerous. What are you going to do about it?",6.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q45,Leadership understands balance sheet,"Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. With a company of your size this is not a priority, but if you grow you should spend a good amount of time and attention on this.",7.9,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q46,CEO works on the company and is able to remove from daily operations,"In this phase you work in your company to a large extent. If you don't put in any time to work on your company as well (systems, structures, processes, management, etc.), then it will be difficult to grow. When do you start?",5.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q47,Have a mentor,"You don't really have a permanent mentor. It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance.",5.2,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q48,Have an entrepreneurial network,"Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. We recommend that you actively look for and invest more time in a good network of entrepreneurs.",5.9,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q49,Enjoy management of company,You don't really like managing. Many entrepreneurs find out that managing people costs a lot of time and energy. With a company of your size you probably work with a management team and/or a second-in-command who is good in operations. The challenge is for you not to get in their way and to focus fully on the future of the company.,3.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q50,Energized by team and company,"It is not unusual for entrepreneurs to become ""sick"" of their company after about seven years. Employees can change jobs or companies. Entrepreneurs can't. The best solution that doesn't cost money but does deliver is to let your company grow hard (again); then every year is different.",2.8,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q51,Absence of CEO is possible,"You still can't leave without some things going wrong. You have made the company, the processes and the people too dependent on you. That's not scalable and causes you in particular a lot of work, stress and likely also annoyance. We recommend that you start workingonstandardization,establishingprocessesandprobablyalso on hiring better people.",6.4,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q52,Read business books,"You don't often read management books. That's a shame, because in order to grow it will be imperative to have skills, ideas and insights that were documented by others years ago. And don't forget: ""stagnant water will stink."" This also applies to businesses.",6.4,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q53,Receives regular education,"Yousporadicallyattendexternaleducationortrainingcourses.That's too bad. Because even as an entrepreneur, you need to develop yourself. Often the entrepreneur him/herself is the most important part of the educational equation. Management guru Peter Drucker said: ""The bottleneck is always on top of the bottle."" In other words, keep developing yourself in order to let your organization grow.",5.5,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q54,Healthy work - life balance,"You have a poor work-life balance. It is a challenge for many entrepreneurs to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. Hard work is sometimes necessary, of course, but you should take enough time for yourself and not skip vacations. Working smart is the solution.",6.3,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q55,I am happy,"You are somewhat not happy. If this feeling continues, talk to a mentor, another entrepreneur who has been in your shoes. Maybe entrepreneurship is not for you.",6.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q56,Employees know long term goal,A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. Good that you have started doing this. It's important for you to finish this quickly.,5.1,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q57,Employees know yearly goal,"Focusing on goals, including annual goals, provides direction and a framework to your business activities. In addition, this information motivates your employees. Good that you have already started doing this; try to persevere and especially to communicate about this on a regular basis.",5.6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q58,Employees know quarterly/monthly goals,"Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. Good that you have already started doing this. Hurry up and finish and implement it.",5.2,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q59,Employees know vision and mission,"As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. It's good that you have started on this, but it's important to finish quickly.",6.1,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q60,Employees know elevator pitch,"You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. Everything will become clearer. Both internally as well as externally.",6,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,6,Q61,We frequently have company-wide meetings,"Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. You are already doing this, but still not often enough. We recommend that you increase the frequency of the sessions.",5.7,60811279518527d280a246640f0f0bd99cf48fa78bd4629596799f491aaefeb8,LSaJzW1uTA
P4,Delegation,100,7,Q01,Effective recruitment process,"In order to grow, you continuously need new - and good - people. This is often one of the most important challenges for a growth entrepreneur. You indicate that when it comes to finding new employees you have this reasonably well under control. That's great. This is most likely due to your recruitment process and the time and attention dedicated towards it. Try to keep this up when you continue to grow.",6.6,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q02,High staff retention,"Your employee turnover is low. Unwanted turnover is often a sign that processes, strategy or management are not in order. It takes an enormous amount of money and effort to continually find and train new employees. This is hardly a problem for you. That's a good sign. Keep a close eye on this and hold exit interviews with people who leave.",7.3,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
