"question_id","question","section_id","source_level","recommended_min_score","recommended_max_score","feedback_text","text_source","threshold_evidence"
"Q57","Employees know yearly goal","S_YOU_IC","0","0","2","Focusing on goals, including annual goals, provides direction and a framework to your business activities. In addition, this information motivates your employees. In this phase you should start thinking about making all of this a bit clearer.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q57","Employees know yearly goal","S_YOU_IC","3","3","4","Focusing on goals, including annual goals, provides direction and a framework to your business actions. In addition, this information motivates your employees. In this phase you should start thinking about making all of this a bit clearer.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q57","Employees know yearly goal","S_YOU_IC","5","5","6","Focusing on goals, including annual goals, provides direction and a framework to your business activities. In addition, this information motivates your employees. Good that you have already started doing this; try to persevere and especially to communicate about this on a regular basis.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q57","Employees know yearly goal","S_YOU_IC","7","7","8","Focusing on goals, including annual goals, provides direction and a framework to your business activities. In addition, this information motivates your employees. Good that you have already come a long way with this. Above all try to keep your goals ""alive"".","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q57","Employees know yearly goal","S_YOU_IC","10","9","10","Focusing on goals, including annual goals, provides direction and a framework to your business activities. In addition, this information motivates your employees. Fantastic that everyone knows what the annual goal is. Well done!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q58","Employees know quarterly/monthly goals","S_YOU_IC","0","0","2","Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. Perhaps you can think about how this would work at your company.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q58","Employees know quarterly/monthly goals","S_YOU_IC","3","3","4","Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. Perhaps you can think about how this would work at your company.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q58","Employees know quarterly/monthly goals","S_YOU_IC","5","5","6","Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. Good that you have already started doing this. Hurry up and finish and implement it.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q58","Employees know quarterly/monthly goals","S_YOU_IC","7","7","8","Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. Good that you are already applying this. Think above all about clear and simple communication with respect to the goals.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q58","Employees know quarterly/monthly goals","S_YOU_IC","10","9","10","Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. Great that you have already got this all together in this phase. Well done.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q59","Employees know vision and mission","S_YOU_IC","0","0","2","As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. In your phase this doesn't all need to be in place yet, but you can start thinking about what that vision and mission might look like.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q59","Employees know vision and mission","S_YOU_IC","3","3","4","As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. In your phase this doesn't all need to be in place yet, but you can start thinking about what that vision and mission might look like.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q59","Employees know vision and mission","S_YOU_IC","5","5","6","As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. It's good that you have started on this, but it's important to finish quickly.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q59","Employees know vision and mission","S_YOU_IC","7","7","8","As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. Good to see that you have already started on this in your phase.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q59","Employees know vision and mission","S_YOU_IC","10","9","10","As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. Good to see that you have already got this all together in your phase.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q60","Employees know elevator pitch","S_YOU_IC","0","0","2","You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. Everything will become clearer. Both internally as well as externally.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q60","Employees know elevator pitch","S_YOU_IC","3","3","4","You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. Everything will become clearer. Both internally as well as externally.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q60","Employees know elevator pitch","S_YOU_IC","5","5","6","You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. Everything will become clearer. Both internally as well as externally.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q60","Employees know elevator pitch","S_YOU_IC","7","7","8","You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. It's good that you have already gotten this far with it. We recommend that you check occasionally... don't be surprised to see what you get.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q60","Employees know elevator pitch","S_YOU_IC","10","9","10","You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. You have this under control and that's great. Primarily, don't forget to check and polish occasionally.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q61","We frequently have company-wide meetings","S_YOU_IC","0","0","2","Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. With a company of your size this may seem too much ""overkill"" in information and process, but perhaps it would be good to start on it already.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q61","We frequently have company-wide meetings","S_YOU_IC","3","3","4","Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. With a company of your size this may seem too much ""overkill"" in information and process, but perhaps it would be good to start on it already.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q61","We frequently have company-wide meetings","S_YOU_IC","5","5","6","Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. You are already doing this, but still not often enough. We recommend that you increase the frequency of the sessions.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q61","We frequently have company-wide meetings","S_YOU_IC","7","7","8","Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. You are already doing this, but perhaps still not often enough. More often is better... we recommend that you increase the frequency of the sessions.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q61","We frequently have company-wide meetings","S_YOU_IC","10","9","10","Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. You are already doing this, and frequently. Try to keep this up, even in the face of continued growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
